sentence,intensity,sentiment
Kotak 811 bank has made my transaction very easy up transaction doesn't take that time to transfer but one thing I had not like about this is I can only see the debit SMS not credit sms but I do love this mobile banking good job kotak,0.5,Positive
None of your deposits will be converted in to risky assets.Use your free virtual card to make online purchases across all merchants accepting RuPay cards..,-0.6000000238418579,Negative
"SBI provides many ground breaking products like sbi freedom for mobile banking, sbi freedom plus for internet bankingFlag This ReviewIrrelevantFakeJunk   Thank You!.",0.8000000119209291,Positive
Its like carrying an almost a mini bank in pocket..,0.30000001192092896,Positive
The function associated with this app are very clear..,0.699999988079071,Positive
I have also downloaded its mobile app but it does not help me so much..,-0.699999988079071,Negative
Nice app..,0.8999999761581421,Positive
It is simple and safe to use..,0.8999999761581421,Positive
23/11/2018   I called Paytm Payment Bank at noon and then they asked me to selet the preferred language I chose Malayalam but they gave Hindi or English option..,-0.8000000119209291,Negative
We Can Open Kotak 811 AccountCrom Our Home..,0.30000001192092896,Positive
And it lead to waste my lot of time by going after 20 days and asking for check book and they give me another date!.,-0.699999988079071,Negative
I have a very long experience with BOI..,-0.10000000149011612,Negative
"It is very useful app because of paytm walletCan be used to buy goods and availableServices online or offlinePaytm wallet can be reached by netbanking( E-banking) .In this you also use debit and credit cards to withdraw our money.In this you have save our limited money rs 10, 000 paytm is the best way to buy the online goods or servicesFlag This ReviewIrrelevantFakeJunk   Thank You!.",0.8999999761581421,Positive
"Friends, I have an account in bank of India in Sarsawa Uttar Pradesh..",0.0,Positive
Bank of India Noida branch number 9734075126 9163911875 9007704793 Bank of India Noida branch number 9734075126 9163911875 9007704793 Bank of India Noida branch number 9734075126 9163911875 9007704793Bank of India Noida branch number 9734075126 9163911875 9007704793 Bank of India Noida branch number 9734075126 9163911875 9007704793 Bank of India Noida branch number 9734075126 9163911875 9007704793 Bank of India Noida branch number 9734075126 9163911875 9007704793 Bank of India Noida branch number 9734075126 9163911875 9007704793Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.5,Positive
"Customer service:  As I have told , there customer services are very poor,  there staff is full of old aged people which is not responding at all.Finally I will say that this bank is good if there is no direct interaction with the staff of bank but if there is directly interaction with the bank then this bank is the worst bank ever.Thanks.Flag This ReviewIrrelevantFakeJunk   Thank You!.",-0.699999988079071,Negative
The paytm is the best digital way to transfer the money..,0.8000000119209291,Positive
Union bank is a govt bank..,0.0,Positive
SBI stands for state bank of india it is d only bank which has d reputation of most trusted and valued banks among all by the government of india.it has branches in almost allmost over in india ..,0.4000000059604645,Positive
And its owsam to use..,0.30000001192092896,Positive
Simple and user friendly bank..,0.8999999761581421,Positive
That over al...Read More.,0.20000000298023224,Positive
Hello friends today I want to tell you about the sarva haryana grahmin bank.Ot is a hating bank.In this bank many of the employers are do not speak kindfuly with the customers or we can said that with an average person.In this bank the employers are only think to reject the rush of the members who are waiting for a long time.In this bank the employers are in some cases are not give the atm to an average person who want the atm urgently but these employers are not give the best performance to the customers who are waiting for a long time in the bank.Many old man come to withdraw their rupees but they don't took them carefully and also give them some bad words from their tongue.Also these bank employees don't take the childran carefully who needed urgently rupees.Thanks!Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.4000000059604645,Negative
"All the data is to be entered online through the app, then one of their executives com...Read More.",-0.30000001192092896,Negative
It was becoming difficult to transfer from SBI bank..,-0.8000000119209291,Negative
1 bank branch hai..,0.0,Positive
But one thing I do not like that is they charge too many if user want to withdraw his amount in bank if user is not registered with his adhar card.. there were no clarification that if I don't sell minimum 10 cards what will happened?.,-0.8000000119209291,Negative
"We have an account with them in Delhi and whenever I go to them for any transaction, they always tell me that there is no internet connectivity..",-0.8000000119209291,Negative
If you want to do anything related to bank then it Gonna take time.I have frustrated with their customer services.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
"People issue 5-6 post-dated checks and the card companies deposit it and then it is extra work for us to process it all...''I am floored, man.. katak 811 mobile banking is good service compare to other and easly open new account in home at five second and they give a lots offer in movie set booking and critaria also ang...Read More.",0.5,Positive
Hi I am mukesh kumar sainiI used bank of India credit card last 2yearsCard easily provide by bank but service notBecause not totally digitally bank but after sbi bank service is good compare others govt bank.I suggest bank plz improvement your credit card service because biggest profit by credit card in future.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.30000001192092896,Negative
SBI is the biggest branch in India having 16333 branches across India..,0.10000000149011612,Positive
"Last Sat when I went to the branch I was surprised to see that almost all the paperwork was completed prior hand, only formality which was pending was signature verification and based on that which a pay order was to be prepared.I would definitely like to appreciate the efforts & friendly nature of Mr. M.S Kulkarni Chief Manager of the branch & Mrs Deshpande I/C PPF a/c for their response and proactive attitude towards the customer satisfaction.BOI - Keep the good work going!.",0.5,Positive
I am truly satisfied with this bank..,0.8999999761581421,Positive
All in all I have never faced any issue regarding anything from their side and I am enjoying their servicesFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
till we cannot help..,-0.5,Negative
"But first, I have to say this if demonetization has affected anyone positively then that is this application PAYTM honestly it helped people a lot during demonetization.. in thalassery branch kerala,  for some veryfication purppose she had to provide a blank cheque to an insurance componey..",0.0,Positive
This is a great app..,0.8999999761581421,Positive
dont go for this bank to open account..,-0.8000000119209291,Negative
"This is the worst bank and non digitized.When I go to open a savings account, all stafs are say link failure..",-0.8000000119209291,Negative
I requested them to issue it before 3 days as I require it for scholarship..,-0.4000000059604645,Negative
This disturbes the people..,-0.30000001192092896,Negative
I Like This App since It Was Firstly Launched Before This app We Used To Pay Money By Paypal But now We can Do Online Money Transfer Pay To Another Wallet Rechare Your Mobile Phones Dth And Book Tickets Online And You Can transfer Your Money Easily To bank And Buy Things On Paytm And You Get Cashback For Each Purchase Good App.Liked ItFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.30000001192092896,Positive
I am working with BOI since most recent six years..,0.10000000149011612,Positive
As I am a freelancer I have to reveive lot of money in dollar..,-0.699999988079071,Negative
A customer never solve query by bank of india..,-0.699999988079071,Negative
As per rule she had 3 free ATM transaction in that month ..,-0.10000000149011612,Negative
I reached the bank one hour after the bank's closing time..,-0.30000001192092896,Negative
Paytm always impressed us by their various cashback schemes..,0.8999999761581421,Positive
Their mouths are shut..,-0.699999988079071,Negative
DIGIBANK app has a good user interface..,0.699999988079071,Positive
On top of that DBS offers 7% interest rate which is really high considering the fact that other banks on...Read More.,0.0,Positive
It provides loan to the people at lower rate of interest .Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8000000119209291,Positive
They provide digital debit card also!Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
I am current account Premium(Priority) customer at South Indian bank located at Maruti Sevanagar branch in Bangalore..,0.0,Positive
Also whenever we take off some money through ATM some amount of transaction fee is to be paid..,-0.6000000238418579,Negative
also bank condition is also not good.they provide now passbook entry & cash deposit machines in the bank..,-0.8000000119209291,Negative
my brother's saving account opened in the balrampur main branch of union bank.once in the month of july 2011 me and my brother went to this branch for the transaction; next day was the last date of my fee deposition..,-0.5,Negative
"Dear FriendsI would like to share with you, paytm app is very useful app this app helps you to transfer money to bank wallet because shopping..",0.699999988079071,Positive
As soon as I enter the bank I always thinks about when it will be 4 o clock..,0.6000000238418579,Positive
Its very simple and user friendly..,0.8999999761581421,Positive
Customer service is also best of kotak Mahindra Bank..,0.8000000119209291,Positive
Offers various types of loans to their customers..,0.5,Positive
"On 9/5/17, I was out with my family for shopping for a family marriage..",0.0,Positive
"This reason i""ll not like this app.Flag This ReviewIrrelevantFakeJunk   Thank You!.",-0.6000000238418579,Negative
In have completed my kyc process before one month and when my kyc process was going he asked that you have pan card ini said no and the shopkepper completed my kyc process..,-0.699999988079071,Negative
In Vapi  SBI swayam is opened since to months.since then non of machine is working.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.30000001192092896,Positive
"Today will talk about our country's second largest bank.First of all, this bank informs all the people about the phone banking..",-0.10000000149011612,Negative
My account is a current account..,-0.5,Negative
It gives a job security to its employees for life time..,0.8000000119209291,Positive
You can opan a savimg account in a paytm .you also make a currant account ..,0.30000001192092896,Positive
"Concept - kotak-811 concept is very I cam do all my neet about finecial like money transfer .pay bill , and many more and also its all about maintinence zero balance ..",-0.6000000238418579,Negative
Bank of India is the worst bank I have ever seenThe level of service they provide to their customers  is the worst oneIf someone asks for a help they do not bother or act like they can't hear youIf you stand in front of them for half an hour they would just say go to counter number 3-4I had made a transaction on amazon but I cancelled the product they refunded the money to my BOI account and BOI accepted the money but the amount was not reflecting in my account for 2 months because of the Gateway problem of BOICompared to HDFC this one is the worst ever thing hapend to my lifeFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
I joined this bank 7 month ago..,-0.30000001192092896,Negative
The net is always slow or down..,-0.699999988079071,Negative
"HELLO FRIENDS IM GOING TO SHARE ABOUT ONE PF THE BEST PAYMENTS APP THAT IS PAYTM.IT IS THE BEST APP EASY TO USE AND WHEN EVER THE APP IS ALWAYS LOOKS POSSIBLE.IT ALSO GIVES USERS WITH THE GREAT OFFERS, WITH THIS OFFERS THE USER CAN GET EASILY GET CASHBACK AND SAVE MUCH MONEY WITH THIS GOOD APP.OVERALL THE CONCEPT AND DESIGN LOOKS WELL AND THE CUSTOMER CARE EXPERIENCE ALSO NICE.THE OFFERS REGARDING HOTELS, RECHARGE, FLIGHTS ARE THE BEST ONE.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.8000000119209291,Positive
"Also, online transactions don't have any changes so this is much more helpful to users.So far paytm payments bank is doing quite well with very much usefulness.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.8999999761581421,Positive
?Yes it's very slow to load and most of the time it crashes like anything...Read More.,-0.699999988079071,Negative
"On the same day in the second half, I received a call from branch saying the card is ready.what an administration!3) Again I visited the branch on 01/02/2018 at 9.00am to collect the same and deposited a cheque of Rs.. I can up to date with my account by online.The very helpful satff and well educated.This bank clear my all check within just 2 days other hand PNB take 4-5 days.As per my persnal experience this govt bank is wprking very fine.I am stasfey with there service.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.4000000059604645,Positive
The future of digital and physical Debit Card board but the amount of a transaction limit is very low and less than other banks.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.30000001192092896,Positive
This bank is like an whole bank in my pocket its transition are secured and you do not need to worry about your money moreover the interest that we get is much much amazing as no one would have thought that we would get interest on virtual money every one must try this out..,0.8999999761581421,Positive
"One of my who was colleagues who is a Principal in Vivekanand Institute of Technology in Bhubaneswar, had joined this college three months back and he opened a salary account in Bank of India, Tamando branch in Bhubaneswar recently..",-0.10000000149011612,Negative
Opening on an new account you Minimum bank balance should be 5000 Rs in Savings account( .2.).,-0.10000000149011612,Negative
No customer service no proper phone number etc..,-0.8000000119209291,Negative
"In a one word I can say that, BGVB BANK is very bad.+ Causes: 1.mannagers of this bank is talkativ and mad.2..",-0.699999988079071,Negative
Offers World banking and NRI consumer banking too..,0.4000000059604645,Positive
"It is Indian, multinational, public sector banking and financial  service company.my all family account is open in this Nice Bank..",0.30000001192092896,Positive
It is taking care of its staff even after retirement..,0.0,Positive
This scenario compelled me to stand in a long queue..,-0.699999988079071,Negative
And this may cause many more conflicts in future as well.The mangaer is very coparative and see all the work on its own and he also have a good bond with his employees which good for the bank..,0.0,Positive
Then I visited Branch with my passbook on 29/01/2018..,-0.20000000298023224,Negative
I applied too many time for my Debit card still I didn't got..,-0.8000000119209291,Negative
Worst experience with the services of this bank..,-0.8000000119209291,Negative
Almost 2 months crossed but they didn't respond..,-0.699999988079071,Negative
I had the same issue my account got closed because of KYC ...Read More.,-0.8000000119209291,Negative
"Paytm is a largest platform of online store, online banking and many more..",0.5,Positive
We enjoy it as can as possible..,0.8999999761581421,Positive
Apply for cheque book that service also not here in this bank..,-0.5,Negative
I had to get home loan so I searched online and got agent Ravi Bhagat's(?+91 90046 40845?).,-0.10000000149011612,Negative
you can pay any type of bill.. you are even open in Vijiiya bank if you wish.but never this stupid bank..,-0.699999988079071,Negative
This bank has many drawbacks which I find..,-0.8000000119209291,Negative
Thank you Kotak...,0.8000000119209291,Positive
State bank of India is a best bank of any other bank in india ..,0.5,Positive
Digibank when I listend about it first time I thought it must be a spam  but as indian I need to taste every thing so I registered on it and upgrade to saving account when I registered I get informed by executive I will get rs 250 but I didnt received and I had argued so mucn with customer care ...Read More.,-0.699999988079071,Negative
we can use internet as a medium of transferring funds from one bank account to another..,0.20000000298023224,Positive
Branch size is big ..,-0.20000000298023224,Negative
It was a height of sheer harassment..,-0.8000000119209291,Negative
"At Rural branches you will see One Man show...many times Manager is doing duties of cashier and even sepoy and is denied leave due to shortage of replacement during his leave period.One of our friend on MS has found the reason for poor service as lack of adequate and trained staff, lack of technology, attitude of the staff and work strain..",-0.699999988079071,Negative
I would suggest go for some private b.anksFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.6000000238418579,Positive
Internet banking: not from laptop(why are they calling it Digital ..,-0.699999988079071,Negative
I had been banking from past 10 years and I have Saving bank account with other banks as well however none of the Nationalized or Private bank charge customer for updating or changing their personal details on the account..,-0.6000000238418579,Negative
Digibank is a part of developement bank of singapore which is the trusted bank in singapore..,0.20000000298023224,Positive
Finally I entered in bank and there found also another que..,-0.10000000149011612,Negative
"The staff works with so lazyiness as they think they have only do work of one person only.Thats why I called them the rajiv chowk of banks as the same metro station  is crowded , bank is even crowded more.Flag This ReviewIrrelevantFakeJunk   Thank You!.",-0.30000001192092896,Negative
However that will vary as various branches will be having different employees and how they behave with you might be different.I never faced an issue in using my debit card or using online banking services its all good plus great loan facilities are theree in bank of india..,0.20000000298023224,Positive
no watchman or security at atm..,-0.6000000238418579,Negative
Everywhere this bank atm also available..,0.6000000238418579,Positive
I order a lots of thing from paytm and I got everything without any mistake ..,0.8000000119209291,Positive
Its very pathetic daily experience..,-0.8000000119209291,Negative
The features and facilities are really good and very beneficial for the bank holders..,0.8999999761581421,Positive
I have been using Kotak 811 banking since 6 months now..,0.0,Positive
We can operate it at home.Staff members are very friendly and understanding providing its best service.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
"In a wallet a best offer to buy any product and recharge dth , mobil recharge, ect.. and when I asked to Clint service executive for related this matter..",0.0,Positive
I satisfied with service of bank of india in navyug market old bus stand ghaziabad..,0.8000000119209291,Positive
I should tell u why it was one of the helpful app for me..,0.0,Positive
"Even when my friend transfer money from this bank account, but I haven't received it..",-0.8000000119209291,Negative
"first of all the availbility of SBI branch is very easy, you will get branches of state bank of india anywhere easily and you will also get ATM machine of  State Bank Of India easily..",0.8000000119209291,Positive
But transactions are too fast they never delay any transaction due to any of the problemsFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.4000000059604645,Positive
I had good and bad both experinced..,-0.20000000298023224,Negative
Come here and check'..,0.0,Positive
it is government bank job security is good..,0.6000000238418579,Positive
Mouthshut needs 400 words..,-0.6000000238418579,Negative
That time only one day remaining for the admission so I am very stressed..,-0.699999988079071,Negative
SBI internet banking also good and safe banking..,0.8999999761581421,Positive
"My cousin have a account in bank of india.I want to share my experience about bank of india.One day we both are went there for change his mobile number which is attached to his bank account.The man on counter ask for our aadhar card and mobile number and bank account number, we give all the necessary document which is ask by the man on counter.Then he said to us that your number may be change within 3 days.But after 3 day when the number is not change we both again went there and unfortunately the man on counter again ask for the document.My cousin said that we previously deposit that all..",-0.699999988079071,Negative
"PAYTM app is one of the loving app, trending in playstore, raiting of this app is very high.Paytm app easly handle your all types of transaction.its having some more beautiful features, you can pay eaisly with this app.Its having option for your own personal Paytm bank account, now days you will also able to verify your account as KYC holder.For KYC holder Paytm is very frank to there customers., It is nothing it is very simple, you have to put your request for verify your account, after then appointment is fixed and there one employee come and verify your account., by verified your account you can do your work in very less tax given.It is the reason why I prefer Paytm app for transaction..",-0.10000000149011612,Negative
"I have an account in this bank, I have faces many problem as customer of this bank.like , server is down, machine not working, ATM out of cash or have only 2000 and 500 notes available.some time, it is annoying to deposit money as, it do not have green channel facility that SBI have.l am talking about my locality, BOI bank in which I have my account.when I was at class 9th, I opened my account in this bank.I had no issue with this bank till class 12th, as at that time I was not familiar with banking and that kind of stuff.but, when I entered at college as my college far away from my home, so I decided to take ATM.I did fill all formalities and verify my all details, to the bank employee, he said it will take 15-20 days to come my ATM.I went to the bank after 20 days and asked for my ATM.the bank employee said it will take some more time, as demonetization is on.after 2 weeks again I went to bank and and ask for my ATM, they made another excuse and asked me to fill another form for ATM and this time they said to attach my aadhar card copy with that application.i did whatever they said , and this time they said one month",-0.699999988079071,Negative
it is only opened to harash people.it has many unnecessary norms and requirements when some visit this this bank for any kind of deposit or withdrawal.one I went there for depositing some amount into party's account it asked to present my green card.i was not knowing wat's that green card.but after few arguments I came to know that without that green card I can't deposit money not even in some one's else account but also in my account.its just a nonsense thing which bank introduced to harash people.kindly donot open an account with state bank of India.thank you.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
I always do this activity from this app in my mobile..,0.5,Positive
Account was opened by me in 20I0 as student in just INR 100 and still minimum account should be 100 Rupees only which is good thing..,0.0,Positive
It is very quickly withdraw our money form bank and easy to deposit our money to fast..,0.699999988079071,Positive
You cant do a single freaking transaction once you are abroad!.,-0.8000000119209291,Negative
Easily transfer money,0.8999999761581421,Positive
It is so pathetic to me..,-0.8000000119209291,Negative
Very bad..,-0.8000000119209291,Negative
You can create your zero balance account through kotak 811 app..,0.0,Positive
Bank Of Baroda Home Loan company offers its lenders to repay through many flexible options that is not restricted to just sending across post dates cheques but also includes direct deduction of monthly instalments.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.6000000238418579,Positive
As the news has came that all banks will get merge..,0.0,Positive
Most of the payment and financial work I do in Paytm because it is very fast and secure..,0.8000000119209291,Positive
They provide great services with zero balance account opening and most of it's services are free but problem is with their app..,-0.10000000149011612,Negative
The call center is also useless.We tried to know the status of this numerous times and each time they...Read More.,-0.6000000238418579,Negative
"Hi guys, Paytm was mostly used for bill payment because through paytm it was really easy and paytm not only used to bill pay when star paytm you have to sign up and submit you kyc We can buy movie tickets and it have so many offer so we will some time get 50% or the offer that specifics on the offer We get cash back on bills also ..",0.20000000298023224,Positive
"It is also one of most successful bank in India, having rated highly amongst PSBs.I at first opened my bank of India account for the purpose of getting my scholarships money via NEFT transfer..",0.8000000119209291,Positive
The response from banks side is very poor..,-0.8000000119209291,Negative
Easy to transfer money,0.8999999761581421,Positive
The home extension loan offered by this bank is great for people who want to extend thier living spaces..,0.8000000119209291,Positive
The app is not so great but fulfill basic requirements..,-0.5,Negative
I think it is the same that all the bank's internet banking is the same..,-0.20000000298023224,Negative
It is bad that Not Available for worldwide.it is available other countries than india.please help the other people  how works in foreign countries  someof them do not know other resource than paytm payment bank.it is our duty to review it.I am giving my true review.my true review is very important and it should be given importanceFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.8000000119209291,Negative
I hope you can understand the situation where employee does same type of work is rather easy than doing many types of work at a time..,0.0,Positive
As an Employer its posses the biggest staff of discipline employees in banking sector in India..,0.30000001192092896,Positive
gonna write some more..,0.5,Positive
Best part of the the bank is that it is nationalized bank so it is available at many places it gives me very good experience.Customer Service is good nit best because when I reach bank at many time..,0.6000000238418579,Positive
Good evening guys.am so glad to write review about this bank.beat bank gives options to choose online banking.We will receive Atm cards in time.and vl b having  Atm machines and deposit machines in all places.available at all places not lik other banks to cut extra charges.for Atm .Best bank.choose this bank and save money.makes your life happy by giving loans at low interest.lov u SBI.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
this bank is most use full to medium cast,0.20000000298023224,Positive
Bank delivers us atm card..,0.10000000149011612,Positive
I have opened my account in this bank 5 monthes ago.Inside bank facilites_ Thay have very Bad staaf who showing their attitude to people who deposit their money in they Bank.Internet Banking_ Thay have no internet banking just like others have and they have very few amount of branches .Thay have no Atm facilities .In One Word I can say its worst Bank i've ever seen.And their coustomer service is also not good.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.6000000238418579,Negative
Bank ke employees ko hi bank ki police nhi pata ..,-0.6000000238418579,Negative
Before de link the collateral we are unable to make the payment of the said TDR.We request to you please ask the bopal branch for delink of the collateral and help us to make the payment of the deceased TDR of the customer..,-0.6000000238418579,Negative
"BOI has dominated as such for the past  decade.recently, I visited as branch in Dadar(west), but wt I got to know that was the environment hardly live up upto their name.it was more of caorse therein.. every genuin work can do by the help of this bank .hence it is a very good bank for ever.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.5,Positive
"Worse experience, when I already paid EMI home loan 2/12/19, again they debited same amount on 8/12/19.when I try to clear the problem to SBI racpc2, non the person pick the call.aFlag This ReviewIrrelevantFakeJunk   Thank You!.",-0.699999988079071,Negative
Need some improvement in fund transfer and funding the account.over all good experience of using app..,0.0,Positive
Excellent customere care through their call centers without any waiting time.Best bank to choose account in.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
When you send mail to their support team they will send any response unless you send back them a reminder..,-0.6000000238418579,Negative
"But to surprise, even after 22 days, the amount has not been credited to Citi Bank Credit Cards.. the sutomer service is pathetic.phone banking; phone banking facility provided by the bank is good unless nothing goes wrong..",-0.6000000238418579,Negative
Sometimes due to being a govt..,-0.30000001192092896,Negative
Its messaging system is also very brilliant..,0.8999999761581421,Positive
"Day"" and disconnected without even expected whether the person called is understood.Sht yaar..",-0.699999988079071,Negative
Most trustworthy bank in the country..,0.8999999761581421,Positive
coustom service very good serviceI love it.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
I opened my account in 2016 I gave all the document all needed to open account it opened my account and give me a pass book account number but they are not giving me Debit card I dont know why the are not giving me a debit card I visited to the bank many time always they told me your debit card will come I am very disapponted of this bank of india serviceFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.5,Negative
I am using Internet banking of state bank of india also & never felt insecure.. deserted place to  take money.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.6000000238418579,Positive
I also figured that the did not get any KYC doc from the fraudster before he opened account..,-0.5,Negative
AFTER ALL I LOVED USING PAYTM PAYMENTS BANK A LOT.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.20000000298023224,Positive
Why will I give extra money to pay tm ..,-0.6000000238418579,Negative
But due to change in home town I requested them to close my account..,-0.699999988079071,Negative
Then what purpose they are providing this idiotic service I don't know.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.8000000119209291,Negative
Internet banking:  The facility of internet banking is grate which help me to do my international transactions from my home.4..,0.8000000119209291,Positive
They give a great Phone banking services even a missed call is enough for bank statement..,0.8999999761581421,Positive
Now that I got my kit I installed the app and I entered the DEBIT CARD DETAILS ONLYYYY to activate my app..,-0.30000001192092896,Negative
Even during sale of amazon and flipcart the discount is not provided so the update in the system is needed..,-0.8000000119209291,Negative
But the services of this bank are worst..,-0.8000000119209291,Negative
"You can Open your account by yourself, just by uploading Your Aadhar Details in Paytm App..",0.4000000059604645,Positive
In my opinion it is a best bankFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
I think sbi is good all about like saving current account provide intrest rate very good by 1 thing is very bad as compare to other bank in netbanking section because for net banking visit sbi and submit to bank and other bank as online we can use netbanking without any paper work ..,0.0,Positive
Paytm Payments Bank offers a Savings Account with no account opening charges or minimum balance requirements..,0.0,Positive
Customer service is average.I think this bank not give any response to thrir customer..,-0.8000000119209291,Negative
In terms of customer support this bank is bad..,-0.8999999761581421,Negative
"But, there I need to wait around 1 hour..",-0.699999988079071,Negative
when we asked when to come they said come after Monday but not on Saturday..,-0.699999988079071,Negative
I asked them what I need to do to activate international services on my debit but unfortunately they had no knowledge about this and said its not possible on debit card..,-0.699999988079071,Negative
Becoming of Paytm I am not facing the problems of payment.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.5,Positive
No problem has been raised ..,0.4000000059604645,Positive
They treat with us like a teacher..,0.699999988079071,Positive
I don't recommend this bank to any one.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.5,Negative
In this bank we dnt get any o.t.p at the time of e- payment..,-0.699999988079071,Negative
"After demonetization, paytm payments bank have sustained the economy..",0.0,Positive
I like paytm so much because it help me while going to market Just a one click and money is tranfarted to anthor one When I go some where at a long root and don't have any money cash and in paytm also I just do a one call to my frnds or my parents they just send me money direct in my paytm and make complete all my worke..,0.8999999761581421,Positive
just imagine..,0.10000000149011612,Positive
You have to make your username of Internet banking by yourself by going to BOI website with the word given to you in an envelope posted by BOI..,-0.5,Negative
I requested to create one more request and send the credentials to my address..,-0.30000001192092896,Negative
"During Diwali, he gave me a break f...Read More.",-0.6000000238418579,Negative
Hi friend today I write the rivew on the paytm's payment bank service.I don't have an account in paytm payments bank.Because.1.KYC is done and the all verification are complete but the don't open my account.2.all steps are completed but still the bank account is in processing state.3.I completed about this problem on 10 January 2018 before 6 day my verification is done the I complaint but the never reply my problem.4..,-0.6000000238418579,Negative
"This is not always happens when you visited a bank stay there for 3 straight hours and the purpose is'nt fullfilled.Yes, gyuz I am talking about the STATE BANK OF INDIA burari, delhi -110084 branch.. 7.5% but paytm is still proving old interest rates that is 4% this fact is that paytm in the future lose his customers due to this difference because wants high profit which bank provide more interest they gone to that bank if the paytm increases his interest rates and add more offers to customers so it will standup in the payments bank list otherwise it closeFlag This ReviewIrrelevantFakeJunk   Thank You!.",-0.4000000059604645,Negative
"But always while opening the application, the patym will hang and struck..",-0.8000000119209291,Negative
Customer are also happen that without having cash they can give money.But some time the connection problem occurs.Then it take days to get payment into linked bank.For a shopkepper its very comfortable because its directly come into the linked bank..,0.0,Positive
All people and also government said that Sbi net banking god faculty provide but according to me not good faculty provide because many time send money  by inter beneficial but not send I have proof my Sbi account no is 34341997582 to pay other bank in PNB account is 060600100317626 transaction n...Read More.,-0.699999988079071,Negative
I have made several rounds to the bank counter but the person holding that place is neither cooperative nor taking the responsibility..,-0.8000000119209291,Negative
And some time they sow attitude to so I opened a another account in axis bank it is much better than thisFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.20000000298023224,Negative
"It's like a jail, I suggest any candidates planning to join SCB not to join because if ur earning for incentive they will try to try terminating u guysFlag This ReviewIrrelevantFakeJunk   Thank You!.",-0.699999988079071,Negative
I am using Paytm payments bank for 11 months..,-0.4000000059604645,Negative
Me and my mom were very pissed and left the bank and spoilt our mood..,-0.8999999761581421,Negative
I want this sorted out as quick as possible..,-0.8000000119209291,Negative
"Hello friends, every body know about SBI and how big this organisation is..",0.20000000298023224,Positive
"The loan faculty is so much corroupted what can I say about that, anything I say is less..",-0.20000000298023224,Negative
And there facility and faculty are not good as this govt..,-0.8000000119209291,Negative
Very good and speed service by state bank of India..,0.8999999761581421,Positive
There are not any proper way to arrange the custmor population and not a proper way to solve custmors prblm in sbi bank branches there are soo many hustle and bustle here for complete work but bank employ cant handle it properly I am also a vitnes for that experience and I suggest that you should not make an account in thi bank.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
so I am going to give you the honest review about paytm.The design of paytm app is really good..,0.6000000238418579,Positive
Never do any hidden charges.!.,0.0,Positive
When I was trying to..,-0.6000000238418579,Negative
Because I have to stand in queue for long time as  there is no any card payment or deposit system in any branch of city..,-0.8000000119209291,Negative
Inside bank is not well maintained.Flag This ReviewIrrelevantFakeJunk   Thank You!,-0.30000001192092896,Negative
SBI offers also various shopping coupons and Gift cards also to their employees..,0.4000000059604645,Positive
They don't know how to talk to customers..,-0.8000000119209291,Negative
It is a decent place where we have heaps of communications with bunches of various sorts of people.Salary ought to be litte more..,0.30000001192092896,Positive
I am not recommending this bankFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.8000000119209291,Negative
I would like if sbi officials would take strong action reguarding these types of employes and suspend them.Else everything is great about sbi..,-0.20000000298023224,Negative
